text,entity_type,entity_value
Alex works at Meta in Paris since 1977-04-02,ORG,Meta
Alex works at Meta in Paris since 1977-04-02,GPE,Paris
The meeting with Sara from Amazon is scheduled for 2006-01-06,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2006-01-06,ORG,Amazon
Microsoft announced new projects starting 1998-04-28,ORG,Microsoft
Google announced new projects starting 1995-09-25,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1992-08-24,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1992-08-24,ORG,Microsoft
Google announced new projects starting 1981-06-29,ORG,Google
Mary attended a conference on 2001-10-01,PERSON,Mary
Alex works at Google in Paris since 1995-03-02,PERSON,Alex
Alex works at Google in Paris since 1995-03-02,ORG,Google
Alex works at Google in Paris since 1995-03-02,GPE,Paris
Mary works at Microsoft in London since 2011-06-26,PERSON,Mary
Mary works at Microsoft in London since 2011-06-26,ORG,Microsoft
Mary works at Microsoft in London since 2011-06-26,GPE,London
Alex attended a conference on 1990-06-03,PERSON,Alex
Microsoft announced new projects starting 2006-10-03,ORG,Microsoft
Amazon announced new projects starting 1991-01-29,ORG,Amazon
Google announced new projects starting 1985-11-23,ORG,Google
John attended a conference on 2025-02-22,PERSON,John
Mary works at Microsoft in Paris since 2025-03-04,PERSON,Mary
Mary works at Microsoft in Paris since 2025-03-04,ORG,Microsoft
Mary works at Microsoft in Paris since 2025-03-04,GPE,Paris
John works at Meta in Tokyo since 2025-03-10,PERSON,John
John works at Meta in Tokyo since 2025-03-10,ORG,Meta
John works at Meta in Tokyo since 2025-03-10,GPE,Tokyo
Tokyo will host the event in 2006-12-10,GPE,Tokyo
Meta announced new projects starting 2002-02-11,ORG,Meta
London will host the event in 1995-06-19,GPE,London
The meeting with Sara from Google is scheduled for 2021-06-27,PERSON,Sara
The meeting with Sara from Google is scheduled for 2021-06-27,ORG,Google
John works at Meta in Tokyo since 2002-07-05,PERSON,John
John works at Meta in Tokyo since 2002-07-05,ORG,Meta
John works at Meta in Tokyo since 2002-07-05,GPE,Tokyo
Google announced new projects starting 2004-08-06,ORG,Google
Sara attended a conference on 1996-11-22,PERSON,Sara
Paris will host the event in 1992-12-18,GPE,Paris
Alex attended a conference on 1986-05-23,PERSON,Alex
Tokyo will host the event in 2013-08-08,GPE,Tokyo
Meta announced new projects starting 2025-01-19,ORG,Meta
John attended a conference on 1992-08-24,PERSON,John
The meeting with Sara from Google is scheduled for 2024-04-12,PERSON,Sara
The meeting with Sara from Google is scheduled for 2024-04-12,ORG,Google
The meeting with Mary from Microsoft is scheduled for 2004-02-13,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2004-02-13,ORG,Microsoft
Google announced new projects starting 1990-02-16,ORG,Google
Sara works at Google in Tokyo since 1987-01-11,PERSON,Sara
Sara works at Google in Tokyo since 1987-01-11,ORG,Google
Sara works at Google in Tokyo since 1987-01-11,GPE,Tokyo
Mary attended a conference on 2018-06-03,PERSON,Mary
Alex works at Meta in London since 2017-01-20,PERSON,Alex
Alex works at Meta in London since 2017-01-20,ORG,Meta
Alex works at Meta in London since 2017-01-20,GPE,London
The meeting with Sara from Google is scheduled for 1982-05-18,PERSON,Sara
The meeting with Sara from Google is scheduled for 1982-05-18,ORG,Google
The meeting with Alex from Meta is scheduled for 1981-09-03,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1981-09-03,ORG,Meta
The meeting with Mary from Amazon is scheduled for 2008-12-03,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2008-12-03,ORG,Amazon
Amazon announced new projects starting 1984-09-17,ORG,Amazon
Sara attended a conference on 1972-01-21,PERSON,Sara
Paris will host the event in 2022-02-19,GPE,Paris
The meeting with John from Amazon is scheduled for 1992-05-05,PERSON,John
The meeting with John from Amazon is scheduled for 1992-05-05,ORG,Amazon
The meeting with Alex from Google is scheduled for 1997-01-18,PERSON,Alex
The meeting with Alex from Google is scheduled for 1997-01-18,ORG,Google
The meeting with John from Amazon is scheduled for 1972-11-17,PERSON,John
The meeting with John from Amazon is scheduled for 1972-11-17,ORG,Amazon
Google announced new projects starting 2001-04-06,ORG,Google
Tokyo will host the event in 2019-01-20,GPE,Tokyo
Mary works at Meta in London since 2016-11-10,PERSON,Mary
Mary works at Meta in London since 2016-11-10,ORG,Meta
Mary works at Meta in London since 2016-11-10,GPE,London
The meeting with John from Google is scheduled for 2020-02-02,PERSON,John
The meeting with John from Google is scheduled for 2020-02-02,ORG,Google
Sara works at Amazon in Paris since 1989-04-06,PERSON,Sara
Sara works at Amazon in Paris since 1989-04-06,ORG,Amazon
Sara works at Amazon in Paris since 1989-04-06,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 2013-11-28,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2013-11-28,ORG,Microsoft
Tokyo will host the event in 1981-02-18,GPE,Tokyo
Alex attended a conference on 2022-06-20,PERSON,Alex
John attended a conference on 1995-06-02,PERSON,John
Sara attended a conference on 2008-08-07,PERSON,Sara
Meta announced new projects starting 1981-10-11,ORG,Meta
Alex works at Meta in New York since 2000-01-02,PERSON,Alex
Alex works at Meta in New York since 2000-01-02,ORG,Meta
Alex attended a conference on 1996-03-26,PERSON,Alex
Mary attended a conference on 1981-11-20,PERSON,Mary
Google announced new projects starting 2016-02-26,ORG,Google
The meeting with Sara from Microsoft is scheduled for 1978-03-01,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1978-03-01,ORG,Microsoft
Alex attended a conference on 2003-12-10,PERSON,Alex
Microsoft announced new projects starting 1982-01-18,ORG,Microsoft
Amazon announced new projects starting 2005-03-04,ORG,Amazon
Microsoft announced new projects starting 1994-01-20,ORG,Microsoft
The meeting with Mary from Meta is scheduled for 1973-03-19,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1973-03-19,ORG,Meta
Amazon announced new projects starting 2022-03-10,ORG,Amazon
John works at Meta in New York since 1974-05-17,PERSON,John
John works at Meta in New York since 1974-05-17,ORG,Meta
Alex attended a conference on 2020-10-01,PERSON,Alex
Tokyo will host the event in 1985-02-09,GPE,Tokyo
The meeting with Mary from Meta is scheduled for 2015-12-25,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2015-12-25,ORG,Meta
Paris will host the event in 1975-03-11,GPE,Paris
Meta announced new projects starting 2016-05-07,ORG,Meta
The meeting with John from Microsoft is scheduled for 1977-03-28,PERSON,John
The meeting with John from Microsoft is scheduled for 1977-03-28,ORG,Microsoft
Tokyo will host the event in 1993-10-12,GPE,Tokyo
Sara attended a conference on 2023-12-18,PERSON,Sara
John works at Meta in Paris since 2006-01-16,PERSON,John
John works at Meta in Paris since 2006-01-16,ORG,Meta
John works at Meta in Paris since 2006-01-16,GPE,Paris
Microsoft announced new projects starting 2019-07-23,ORG,Microsoft
Sara attended a conference on 2003-09-03,PERSON,Sara
Paris will host the event in 1977-10-31,GPE,Paris
Microsoft announced new projects starting 2019-02-27,ORG,Microsoft
Microsoft announced new projects starting 1971-08-19,ORG,Microsoft
John works at Microsoft in Paris since 2014-04-01,PERSON,John
John works at Microsoft in Paris since 2014-04-01,ORG,Microsoft
John works at Microsoft in Paris since 2014-04-01,GPE,Paris
The meeting with John from Amazon is scheduled for 1989-05-03,PERSON,John
The meeting with John from Amazon is scheduled for 1989-05-03,ORG,Amazon
The meeting with Sara from Amazon is scheduled for 2008-11-08,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2008-11-08,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 2016-06-14,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2016-06-14,ORG,Microsoft
Tokyo will host the event in 2018-11-24,GPE,Tokyo
The meeting with Mary from Meta is scheduled for 2002-03-08,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2002-03-08,ORG,Meta
Alex attended a conference on 1998-11-17,PERSON,Alex
Sara works at Meta in Tokyo since 2002-08-21,PERSON,Sara
Sara works at Meta in Tokyo since 2002-08-21,ORG,Meta
Sara works at Meta in Tokyo since 2002-08-21,GPE,Tokyo
Sara attended a conference on 1999-03-21,PERSON,Sara
Amazon announced new projects starting 1978-01-30,ORG,Amazon
Alex attended a conference on 1980-12-05,PERSON,Alex
Microsoft announced new projects starting 2011-11-20,ORG,Microsoft
Meta announced new projects starting 2006-12-12,ORG,Meta
Sara attended a conference on 1998-07-29,PERSON,Sara
John works at Microsoft in Paris since 1993-02-02,PERSON,John
John works at Microsoft in Paris since 1993-02-02,ORG,Microsoft
John works at Microsoft in Paris since 1993-02-02,GPE,Paris
Google announced new projects starting 1991-09-24,ORG,Google
The meeting with Alex from Microsoft is scheduled for 1994-04-26,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1994-04-26,ORG,Microsoft
John works at Meta in Tokyo since 1988-06-16,PERSON,John
John works at Meta in Tokyo since 1988-06-16,ORG,Meta
John works at Meta in Tokyo since 1988-06-16,GPE,Tokyo
Sara attended a conference on 2014-04-07,PERSON,Sara
Mary attended a conference on 1993-07-06,PERSON,Mary
Sara attended a conference on 2005-07-05,PERSON,Sara
London will host the event in 2002-01-11,GPE,London
The meeting with Sara from Amazon is scheduled for 1971-01-25,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1971-01-25,ORG,Amazon
Sara attended a conference on 2010-10-24,PERSON,Sara
Amazon announced new projects starting 1980-08-16,ORG,Amazon
The meeting with Mary from Microsoft is scheduled for 2017-01-20,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2017-01-20,ORG,Microsoft
Sara attended a conference on 1989-06-28,PERSON,Sara
London will host the event in 2021-09-28,GPE,London
Sara works at Google in Paris since 1993-01-09,PERSON,Sara
Sara works at Google in Paris since 1993-01-09,ORG,Google
Sara works at Google in Paris since 1993-01-09,GPE,Paris
The meeting with Mary from Amazon is scheduled for 2006-10-26,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2006-10-26,ORG,Amazon
Sara attended a conference on 1992-11-29,PERSON,Sara
Mary works at Meta in New York since 2024-12-05,PERSON,Mary
Mary works at Meta in New York since 2024-12-05,ORG,Meta
The meeting with Sara from Meta is scheduled for 1981-11-08,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1981-11-08,ORG,Meta
London will host the event in 1992-06-11,GPE,London
John attended a conference on 1998-05-13,PERSON,John
Sara works at Amazon in New York since 2019-08-27,PERSON,Sara
Sara works at Amazon in New York since 2019-08-27,ORG,Amazon
Alex attended a conference on 2007-03-19,PERSON,Alex
Meta announced new projects starting 2016-10-27,ORG,Meta
The meeting with John from Meta is scheduled for 2023-07-12,PERSON,John
The meeting with John from Meta is scheduled for 2023-07-12,ORG,Meta
Alex attended a conference on 2017-09-17,PERSON,Alex
Sara attended a conference on 2010-11-02,PERSON,Sara
London will host the event in 1997-01-01,GPE,London
The meeting with Alex from Google is scheduled for 1971-09-14,PERSON,Alex
The meeting with Alex from Google is scheduled for 1971-09-14,ORG,Google
Google announced new projects starting 1982-01-10,ORG,Google
John attended a conference on 2016-04-15,PERSON,John
Amazon announced new projects starting 1988-12-06,ORG,Amazon
Alex attended a conference on 1974-01-30,PERSON,Alex
Paris will host the event in 1991-11-11,GPE,Paris
Alex attended a conference on 2016-04-09,PERSON,Alex
John works at Google in New York since 1978-03-01,PERSON,John
John works at Google in New York since 1978-03-01,ORG,Google
Google announced new projects starting 1982-02-10,ORG,Google
John attended a conference on 1987-12-13,PERSON,John
Mary attended a conference on 1976-07-06,PERSON,Mary
Meta announced new projects starting 2000-06-07,ORG,Meta
The meeting with Mary from Microsoft is scheduled for 2021-01-21,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2021-01-21,ORG,Microsoft
Alex attended a conference on 2016-08-08,PERSON,Alex
John attended a conference on 1977-12-10,PERSON,John
Google announced new projects starting 1973-12-08,ORG,Google
Sara attended a conference on 2013-10-18,PERSON,Sara
Meta announced new projects starting 2015-05-29,ORG,Meta
London will host the event in 2007-12-13,GPE,London
Google announced new projects starting 1994-07-13,ORG,Google
Meta announced new projects starting 2008-12-03,ORG,Meta
Alex attended a conference on 2000-12-10,PERSON,Alex
The meeting with Mary from Meta is scheduled for 1993-12-09,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1993-12-09,ORG,Meta
London will host the event in 2024-08-04,GPE,London
Sara works at Amazon in Tokyo since 1972-01-30,PERSON,Sara
Sara works at Amazon in Tokyo since 1972-01-30,ORG,Amazon
Sara works at Amazon in Tokyo since 1972-01-30,GPE,Tokyo
Paris will host the event in 2015-01-17,GPE,Paris
Mary works at Microsoft in London since 2000-12-18,PERSON,Mary
Mary works at Microsoft in London since 2000-12-18,ORG,Microsoft
Mary works at Microsoft in London since 2000-12-18,GPE,London
Mary works at Google in London since 2012-01-17,PERSON,Mary
Mary works at Google in London since 2012-01-17,ORG,Google
Mary works at Google in London since 2012-01-17,GPE,London
Mary attended a conference on 1985-12-18,PERSON,Mary
Microsoft announced new projects starting 2015-11-04,ORG,Microsoft
Sara attended a conference on 1991-01-30,PERSON,Sara
Amazon announced new projects starting 2002-06-21,ORG,Amazon
The meeting with Alex from Google is scheduled for 2008-11-18,PERSON,Alex
The meeting with Alex from Google is scheduled for 2008-11-18,ORG,Google
Mary attended a conference on 1995-12-23,PERSON,Mary
Amazon announced new projects starting 1974-06-14,ORG,Amazon
Meta announced new projects starting 1990-09-23,ORG,Meta
John works at Meta in London since 2023-05-24,PERSON,John
John works at Meta in London since 2023-05-24,ORG,Meta
John works at Meta in London since 2023-05-24,GPE,London
Mary attended a conference on 1988-05-03,PERSON,Mary
Paris will host the event in 2012-01-30,GPE,Paris
The meeting with Alex from Microsoft is scheduled for 1990-03-21,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1990-03-21,ORG,Microsoft
The meeting with Alex from Google is scheduled for 2017-03-08,PERSON,Alex
The meeting with Alex from Google is scheduled for 2017-03-08,ORG,Google
The meeting with Alex from Amazon is scheduled for 1999-12-30,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1999-12-30,ORG,Amazon
Paris will host the event in 1984-10-07,GPE,Paris
London will host the event in 1978-02-22,GPE,London
John works at Microsoft in New York since 2004-09-14,PERSON,John
John works at Microsoft in New York since 2004-09-14,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1990-01-13,PERSON,John
The meeting with John from Microsoft is scheduled for 1990-01-13,ORG,Microsoft
Alex works at Amazon in Paris since 2014-04-08,PERSON,Alex
Alex works at Amazon in Paris since 2014-04-08,ORG,Amazon
Alex works at Amazon in Paris since 2014-04-08,GPE,Paris
Amazon announced new projects starting 1991-05-11,ORG,Amazon
John attended a conference on 2022-04-01,PERSON,John
Meta announced new projects starting 2011-01-12,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 1977-08-15,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1977-08-15,ORG,Microsoft
Microsoft announced new projects starting 2019-02-12,ORG,Microsoft
Amazon announced new projects starting 1979-08-31,ORG,Amazon
London will host the event in 1985-07-12,GPE,London
Alex attended a conference on 1989-03-04,PERSON,Alex
Microsoft announced new projects starting 1973-05-29,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 2006-09-04,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2006-09-04,ORG,Amazon
Google announced new projects starting 2009-06-27,ORG,Google
John works at Google in Tokyo since 2022-05-13,PERSON,John
John works at Google in Tokyo since 2022-05-13,ORG,Google
John works at Google in Tokyo since 2022-05-13,GPE,Tokyo
Alex works at Microsoft in Tokyo since 2000-02-24,PERSON,Alex
Alex works at Microsoft in Tokyo since 2000-02-24,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2000-02-24,GPE,Tokyo
The meeting with John from Meta is scheduled for 2011-01-17,PERSON,John
The meeting with John from Meta is scheduled for 2011-01-17,ORG,Meta
John attended a conference on 1982-02-12,PERSON,John
The meeting with Sara from Microsoft is scheduled for 1973-05-24,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1973-05-24,ORG,Microsoft
Sara works at Amazon in New York since 1984-07-25,PERSON,Sara
Sara works at Amazon in New York since 1984-07-25,ORG,Amazon
The meeting with Mary from Microsoft is scheduled for 1987-01-17,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1987-01-17,ORG,Microsoft
Sara works at Google in London since 1998-02-20,PERSON,Sara
Sara works at Google in London since 1998-02-20,ORG,Google
Sara works at Google in London since 1998-02-20,GPE,London
Amazon announced new projects starting 1975-04-27,ORG,Amazon
Paris will host the event in 1990-10-08,GPE,Paris
Paris will host the event in 2001-10-27,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 2019-04-14,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2019-04-14,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1996-09-26,PERSON,John
The meeting with John from Microsoft is scheduled for 1996-09-26,ORG,Microsoft
John works at Meta in Paris since 1990-07-12,PERSON,John
John works at Meta in Paris since 1990-07-12,ORG,Meta
John works at Meta in Paris since 1990-07-12,GPE,Paris
The meeting with Alex from Microsoft is scheduled for 1992-09-20,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1992-09-20,ORG,Microsoft
Amazon announced new projects starting 1991-01-26,ORG,Amazon
John works at Amazon in New York since 1973-09-24,PERSON,John
John works at Amazon in New York since 1973-09-24,ORG,Amazon
The meeting with Sara from Meta is scheduled for 1982-05-13,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1982-05-13,ORG,Meta
Sara attended a conference on 1983-06-25,PERSON,Sara
The meeting with Alex from Microsoft is scheduled for 2012-01-02,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2012-01-02,ORG,Microsoft
John attended a conference on 1973-06-27,PERSON,John
Mary attended a conference on 1985-07-11,PERSON,Mary
Mary works at Microsoft in Paris since 1983-10-22,PERSON,Mary
Mary works at Microsoft in Paris since 1983-10-22,ORG,Microsoft
Mary works at Microsoft in Paris since 1983-10-22,GPE,Paris
Sara works at Meta in Tokyo since 1977-05-05,PERSON,Sara
Sara works at Meta in Tokyo since 1977-05-05,ORG,Meta
Sara works at Meta in Tokyo since 1977-05-05,GPE,Tokyo
Sara works at Google in London since 1979-07-27,PERSON,Sara
Sara works at Google in London since 1979-07-27,ORG,Google
Sara works at Google in London since 1979-07-27,GPE,London
The meeting with Mary from Google is scheduled for 2015-08-21,PERSON,Mary
The meeting with Mary from Google is scheduled for 2015-08-21,ORG,Google
The meeting with John from Google is scheduled for 2006-06-24,PERSON,John
The meeting with John from Google is scheduled for 2006-06-24,ORG,Google
Microsoft announced new projects starting 2002-08-18,ORG,Microsoft
Sara works at Microsoft in London since 1985-03-29,PERSON,Sara
Sara works at Microsoft in London since 1985-03-29,ORG,Microsoft
Sara works at Microsoft in London since 1985-03-29,GPE,London
John attended a conference on 2001-03-22,PERSON,John
Paris will host the event in 1973-08-27,GPE,Paris
Alex works at Google in Tokyo since 1971-05-22,PERSON,Alex
Alex works at Google in Tokyo since 1971-05-22,ORG,Google
Alex works at Google in Tokyo since 1971-05-22,GPE,Tokyo
Meta announced new projects starting 1982-02-21,ORG,Meta
Microsoft announced new projects starting 2015-05-26,ORG,Microsoft
London will host the event in 1973-09-14,GPE,London
Alex attended a conference on 1999-05-11,PERSON,Alex
London will host the event in 2008-11-14,GPE,London
John works at Microsoft in London since 2018-12-15,PERSON,John
John works at Microsoft in London since 2018-12-15,ORG,Microsoft
John works at Microsoft in London since 2018-12-15,GPE,London
Mary works at Meta in London since 1984-04-04,PERSON,Mary
Mary works at Meta in London since 1984-04-04,ORG,Meta
Mary works at Meta in London since 1984-04-04,GPE,London
London will host the event in 1992-10-23,GPE,London
The meeting with Mary from Meta is scheduled for 1972-12-04,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1972-12-04,ORG,Meta
The meeting with Mary from Meta is scheduled for 2019-09-23,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2019-09-23,ORG,Meta
Sara attended a conference on 1974-04-20,PERSON,Sara
John works at Microsoft in London since 1984-11-28,PERSON,John
John works at Microsoft in London since 1984-11-28,ORG,Microsoft
John works at Microsoft in London since 1984-11-28,GPE,London
Meta announced new projects starting 1974-10-23,ORG,Meta
John attended a conference on 2013-09-05,PERSON,John
John works at Google in London since 1980-10-08,PERSON,John
John works at Google in London since 1980-10-08,ORG,Google
John works at Google in London since 1980-10-08,GPE,London
The meeting with John from Meta is scheduled for 1982-08-30,PERSON,John
The meeting with John from Meta is scheduled for 1982-08-30,ORG,Meta
John works at Amazon in New York since 1983-04-03,PERSON,John
John works at Amazon in New York since 1983-04-03,ORG,Amazon
Google announced new projects starting 2006-05-05,ORG,Google
Sara attended a conference on 1993-06-17,PERSON,Sara
Sara works at Meta in Paris since 1991-11-19,PERSON,Sara
Sara works at Meta in Paris since 1991-11-19,ORG,Meta
Sara works at Meta in Paris since 1991-11-19,GPE,Paris
Mary attended a conference on 1972-09-05,PERSON,Mary
The meeting with Sara from Google is scheduled for 1978-09-07,PERSON,Sara
The meeting with Sara from Google is scheduled for 1978-09-07,ORG,Google
John works at Meta in Tokyo since 2024-08-11,PERSON,John
John works at Meta in Tokyo since 2024-08-11,ORG,Meta
John works at Meta in Tokyo since 2024-08-11,GPE,Tokyo
Sara works at Meta in London since 2024-01-07,PERSON,Sara
Sara works at Meta in London since 2024-01-07,ORG,Meta
Sara works at Meta in London since 2024-01-07,GPE,London
Sara attended a conference on 2003-01-07,PERSON,Sara
Sara attended a conference on 2000-04-01,PERSON,Sara
Amazon announced new projects starting 1981-10-14,ORG,Amazon
Sara works at Google in New York since 1970-10-07,PERSON,Sara
Sara works at Google in New York since 1970-10-07,ORG,Google
Meta announced new projects starting 1976-12-19,ORG,Meta
Alex works at Meta in Tokyo since 1973-08-18,PERSON,Alex
Alex works at Meta in Tokyo since 1973-08-18,ORG,Meta
Alex works at Meta in Tokyo since 1973-08-18,GPE,Tokyo
Meta announced new projects starting 2021-04-21,ORG,Meta
Sara works at Microsoft in New York since 1998-05-20,PERSON,Sara
Sara works at Microsoft in New York since 1998-05-20,ORG,Microsoft
Mary attended a conference on 1980-09-01,PERSON,Mary
Paris will host the event in 1985-11-21,GPE,Paris
The meeting with Alex from Amazon is scheduled for 1976-01-01,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1976-01-01,ORG,Amazon
Paris will host the event in 2025-01-04,GPE,Paris
Google announced new projects starting 2011-06-19,ORG,Google
Sara attended a conference on 2024-02-10,PERSON,Sara
Paris will host the event in 1981-02-11,GPE,Paris
Paris will host the event in 1970-03-02,GPE,Paris
The meeting with John from Amazon is scheduled for 2005-07-02,PERSON,John
The meeting with John from Amazon is scheduled for 2005-07-02,ORG,Amazon
Alex works at Meta in London since 1977-12-04,PERSON,Alex
Alex works at Meta in London since 1977-12-04,ORG,Meta
Alex works at Meta in London since 1977-12-04,GPE,London
Sara attended a conference on 2018-04-23,PERSON,Sara
Sara works at Microsoft in Paris since 1998-04-25,PERSON,Sara
Sara works at Microsoft in Paris since 1998-04-25,ORG,Microsoft
Sara works at Microsoft in Paris since 1998-04-25,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 1999-06-12,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1999-06-12,ORG,Microsoft
Alex works at Microsoft in Paris since 2013-05-11,PERSON,Alex
Alex works at Microsoft in Paris since 2013-05-11,ORG,Microsoft
Alex works at Microsoft in Paris since 2013-05-11,GPE,Paris
Google announced new projects starting 1991-11-10,ORG,Google
Meta announced new projects starting 2005-07-24,ORG,Meta
Sara works at Microsoft in Paris since 2010-05-12,PERSON,Sara
Sara works at Microsoft in Paris since 2010-05-12,ORG,Microsoft
Sara works at Microsoft in Paris since 2010-05-12,GPE,Paris
John attended a conference on 2018-03-13,PERSON,John
Alex attended a conference on 1985-12-21,PERSON,Alex
Microsoft announced new projects starting 2012-09-07,ORG,Microsoft
The meeting with Alex from Amazon is scheduled for 2007-03-22,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2007-03-22,ORG,Amazon
Sara attended a conference on 1980-12-30,PERSON,Sara
Sara attended a conference on 1975-11-15,PERSON,Sara
John works at Google in New York since 2005-05-12,PERSON,John
John works at Google in New York since 2005-05-12,ORG,Google
Alex attended a conference on 1970-12-26,PERSON,Alex
John works at Microsoft in New York since 1984-04-27,PERSON,John
John works at Microsoft in New York since 1984-04-27,ORG,Microsoft
Sara attended a conference on 1973-08-24,PERSON,Sara
Mary attended a conference on 2014-10-27,PERSON,Mary
Alex attended a conference on 1987-08-29,PERSON,Alex
The meeting with Sara from Microsoft is scheduled for 1988-04-19,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1988-04-19,ORG,Microsoft
John works at Google in Tokyo since 1988-08-11,PERSON,John
John works at Google in Tokyo since 1988-08-11,ORG,Google
John works at Google in Tokyo since 1988-08-11,GPE,Tokyo
Meta announced new projects starting 2014-05-25,ORG,Meta
The meeting with John from Meta is scheduled for 1994-01-07,PERSON,John
The meeting with John from Meta is scheduled for 1994-01-07,ORG,Meta
The meeting with John from Meta is scheduled for 1972-02-15,PERSON,John
The meeting with John from Meta is scheduled for 1972-02-15,ORG,Meta
Mary works at Google in New York since 1983-05-10,PERSON,Mary
Mary works at Google in New York since 1983-05-10,ORG,Google
Sara attended a conference on 2013-05-19,PERSON,Sara
London will host the event in 1972-08-23,GPE,London
Microsoft announced new projects starting 2009-06-26,ORG,Microsoft
Alex attended a conference on 2024-06-12,PERSON,Alex
Google announced new projects starting 1978-08-03,ORG,Google
Sara attended a conference on 2020-05-02,PERSON,Sara
Alex works at Meta in Paris since 2003-04-28,PERSON,Alex
Alex works at Meta in Paris since 2003-04-28,ORG,Meta
Alex works at Meta in Paris since 2003-04-28,GPE,Paris
Mary attended a conference on 2016-03-22,PERSON,Mary
Tokyo will host the event in 2002-07-02,GPE,Tokyo
Alex attended a conference on 2003-10-28,PERSON,Alex
Google announced new projects starting 2011-08-08,ORG,Google
Alex works at Meta in New York since 2018-05-10,PERSON,Alex
Alex works at Meta in New York since 2018-05-10,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 1993-02-25,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1993-02-25,ORG,Microsoft
Sara works at Amazon in Tokyo since 2002-03-16,PERSON,Sara
Sara works at Amazon in Tokyo since 2002-03-16,ORG,Amazon
Sara works at Amazon in Tokyo since 2002-03-16,GPE,Tokyo
Google announced new projects starting 2004-08-06,ORG,Google
Alex attended a conference on 1991-12-26,PERSON,Alex
London will host the event in 1971-01-01,GPE,London
Tokyo will host the event in 1996-08-12,GPE,Tokyo
Microsoft announced new projects starting 1994-08-31,ORG,Microsoft
Alex works at Microsoft in Paris since 1986-01-17,PERSON,Alex
Alex works at Microsoft in Paris since 1986-01-17,ORG,Microsoft
Alex works at Microsoft in Paris since 1986-01-17,GPE,Paris
London will host the event in 2017-05-11,GPE,London
The meeting with Sara from Meta is scheduled for 2024-07-07,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2024-07-07,ORG,Meta
Mary works at Amazon in Paris since 1984-07-13,PERSON,Mary
Mary works at Amazon in Paris since 1984-07-13,ORG,Amazon
Mary works at Amazon in Paris since 1984-07-13,GPE,Paris
London will host the event in 1999-03-25,GPE,London
Microsoft announced new projects starting 1971-03-19,ORG,Microsoft
John attended a conference on 1995-11-24,PERSON,John
The meeting with Alex from Amazon is scheduled for 2003-01-20,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2003-01-20,ORG,Amazon
Alex works at Microsoft in London since 2017-01-11,PERSON,Alex
Alex works at Microsoft in London since 2017-01-11,ORG,Microsoft
Alex works at Microsoft in London since 2017-01-11,GPE,London
London will host the event in 2014-02-16,GPE,London
Paris will host the event in 1985-05-07,GPE,Paris
The meeting with John from Microsoft is scheduled for 1986-02-17,PERSON,John
