text,entity_type,entity_value
Mary works at Google in London since 2018-04-22,PERSON,Mary
Mary works at Google in London since 2018-04-22,ORG,Google
Mary works at Google in London since 2018-04-22,GPE,London
Meta announced new projects starting 2019-08-03,ORG,Meta
London will host the event in 2017-03-24,GPE,London
Amazon announced new projects starting 1985-07-20,ORG,Amazon
The meeting with Mary from Amazon is scheduled for 1999-09-23,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1999-09-23,ORG,Amazon
Sara attended a conference on 1977-12-15,PERSON,Sara
London will host the event in 2014-10-25,GPE,London
Sara works at Meta in Tokyo since 2008-01-02,PERSON,Sara
Sara works at Meta in Tokyo since 2008-01-02,ORG,Meta
Sara works at Meta in Tokyo since 2008-01-02,GPE,Tokyo
Alex attended a conference on 2011-01-19,PERSON,Alex
Mary attended a conference on 2008-07-04,PERSON,Mary
Meta announced new projects starting 1998-09-29,ORG,Meta
Alex works at Meta in New York since 1974-06-06,PERSON,Alex
Alex works at Meta in New York since 1974-06-06,ORG,Meta
John attended a conference on 1973-03-16,PERSON,John
The meeting with Sara from Amazon is scheduled for 1975-10-07,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1975-10-07,ORG,Amazon
Sara works at Microsoft in London since 2007-06-04,PERSON,Sara
Sara works at Microsoft in London since 2007-06-04,ORG,Microsoft
Sara works at Microsoft in London since 2007-06-04,GPE,London
Microsoft announced new projects starting 1997-04-20,ORG,Microsoft
Google announced new projects starting 1988-08-22,ORG,Google
Paris will host the event in 1974-10-26,GPE,Paris
John works at Google in New York since 2022-09-24,PERSON,John
John works at Google in New York since 2022-09-24,ORG,Google
John attended a conference on 2023-10-16,PERSON,John
Alex works at Meta in London since 2004-05-20,PERSON,Alex
Alex works at Meta in London since 2004-05-20,ORG,Meta
Alex works at Meta in London since 2004-05-20,GPE,London
Paris will host the event in 1992-01-15,GPE,Paris
Google announced new projects starting 2004-07-14,ORG,Google
John works at Meta in New York since 2016-11-21,PERSON,John
John works at Meta in New York since 2016-11-21,ORG,Meta
Amazon announced new projects starting 2020-09-17,ORG,Amazon
The meeting with John from Microsoft is scheduled for 2019-09-11,PERSON,John
The meeting with John from Microsoft is scheduled for 2019-09-11,ORG,Microsoft
London will host the event in 1995-06-07,GPE,London
Amazon announced new projects starting 2010-05-25,ORG,Amazon
Mary works at Google in Paris since 1996-01-14,PERSON,Mary
Mary works at Google in Paris since 1996-01-14,ORG,Google
Mary works at Google in Paris since 1996-01-14,GPE,Paris
Meta announced new projects starting 2009-11-08,ORG,Meta
Mary works at Amazon in Tokyo since 1983-09-22,PERSON,Mary
Mary works at Amazon in Tokyo since 1983-09-22,ORG,Amazon
Mary works at Amazon in Tokyo since 1983-09-22,GPE,Tokyo
London will host the event in 2014-05-08,GPE,London
John attended a conference on 2010-01-16,PERSON,John
Alex works at Amazon in London since 2001-06-24,PERSON,Alex
Alex works at Amazon in London since 2001-06-24,ORG,Amazon
Alex works at Amazon in London since 2001-06-24,GPE,London
The meeting with Mary from Microsoft is scheduled for 2011-09-13,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2011-09-13,ORG,Microsoft
Mary works at Amazon in Tokyo since 2009-08-01,PERSON,Mary
Mary works at Amazon in Tokyo since 2009-08-01,ORG,Amazon
Mary works at Amazon in Tokyo since 2009-08-01,GPE,Tokyo
Paris will host the event in 1986-05-30,GPE,Paris
Tokyo will host the event in 1986-08-15,GPE,Tokyo
Alex attended a conference on 1976-10-20,PERSON,Alex
The meeting with Mary from Google is scheduled for 2019-08-14,PERSON,Mary
The meeting with Mary from Google is scheduled for 2019-08-14,ORG,Google
Mary attended a conference on 2013-04-19,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2010-06-26,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2010-06-26,ORG,Meta
Microsoft announced new projects starting 1981-02-09,ORG,Microsoft
Tokyo will host the event in 2023-02-16,GPE,Tokyo
Amazon announced new projects starting 1981-08-04,ORG,Amazon
Tokyo will host the event in 2005-09-04,GPE,Tokyo
Microsoft announced new projects starting 2016-09-15,ORG,Microsoft
Tokyo will host the event in 2017-07-26,GPE,Tokyo
Tokyo will host the event in 2022-11-24,GPE,Tokyo
The meeting with Alex from Meta is scheduled for 1992-09-16,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1992-09-16,ORG,Meta
Amazon announced new projects starting 2004-03-17,ORG,Amazon
Sara works at Google in London since 1990-12-24,PERSON,Sara
Sara works at Google in London since 1990-12-24,ORG,Google
Sara works at Google in London since 1990-12-24,GPE,London
Mary attended a conference on 2005-02-15,PERSON,Mary
John attended a conference on 2020-08-22,PERSON,John
Alex attended a conference on 1971-08-08,PERSON,Alex
Amazon announced new projects starting 2016-09-04,ORG,Amazon
Sara works at Meta in New York since 2003-10-31,PERSON,Sara
Sara works at Meta in New York since 2003-10-31,ORG,Meta
Tokyo will host the event in 2006-11-15,GPE,Tokyo
Google announced new projects starting 2004-11-22,ORG,Google
The meeting with John from Meta is scheduled for 1991-12-19,PERSON,John
The meeting with John from Meta is scheduled for 1991-12-19,ORG,Meta
Amazon announced new projects starting 2000-01-20,ORG,Amazon
Sara works at Microsoft in London since 2014-11-04,PERSON,Sara
Sara works at Microsoft in London since 2014-11-04,ORG,Microsoft
Sara works at Microsoft in London since 2014-11-04,GPE,London
Sara attended a conference on 2010-05-13,PERSON,Sara
Microsoft announced new projects starting 2015-06-05,ORG,Microsoft
Microsoft announced new projects starting 2003-04-16,ORG,Microsoft
The meeting with Mary from Meta is scheduled for 1980-11-13,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1980-11-13,ORG,Meta
The meeting with Mary from Amazon is scheduled for 2016-05-25,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2016-05-25,ORG,Amazon
Sara works at Microsoft in London since 1972-06-09,PERSON,Sara
Sara works at Microsoft in London since 1972-06-09,ORG,Microsoft
Sara works at Microsoft in London since 1972-06-09,GPE,London
Google announced new projects starting 1980-04-24,ORG,Google
The meeting with Sara from Meta is scheduled for 2003-05-07,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2003-05-07,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 1976-06-22,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1976-06-22,ORG,Microsoft
Mary attended a conference on 1972-04-07,PERSON,Mary
Mary works at Amazon in Tokyo since 1991-02-27,PERSON,Mary
Mary works at Amazon in Tokyo since 1991-02-27,ORG,Amazon
Mary works at Amazon in Tokyo since 1991-02-27,GPE,Tokyo
Meta announced new projects starting 1972-01-29,ORG,Meta
London will host the event in 1997-09-24,GPE,London
Sara attended a conference on 1989-02-27,PERSON,Sara
London will host the event in 1998-08-08,GPE,London
London will host the event in 1998-05-05,GPE,London
Tokyo will host the event in 1993-10-16,GPE,Tokyo
Alex attended a conference on 1988-04-30,PERSON,Alex
Mary attended a conference on 1991-01-27,PERSON,Mary
Meta announced new projects starting 2013-03-25,ORG,Meta
The meeting with Sara from Amazon is scheduled for 1977-08-03,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1977-08-03,ORG,Amazon
Sara attended a conference on 2022-10-12,PERSON,Sara
Meta announced new projects starting 1992-11-22,ORG,Meta
The meeting with Sara from Google is scheduled for 2023-02-08,PERSON,Sara
The meeting with Sara from Google is scheduled for 2023-02-08,ORG,Google
Paris will host the event in 1999-02-23,GPE,Paris
The meeting with Alex from Amazon is scheduled for 1994-03-30,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1994-03-30,ORG,Amazon
Mary attended a conference on 2015-04-21,PERSON,Mary
London will host the event in 2018-04-21,GPE,London
Meta announced new projects starting 2003-03-23,ORG,Meta
Microsoft announced new projects starting 1975-05-28,ORG,Microsoft
The meeting with Alex from Microsoft is scheduled for 1973-02-03,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1973-02-03,ORG,Microsoft
Mary attended a conference on 1994-02-06,PERSON,Mary
The meeting with Alex from Amazon is scheduled for 1973-05-05,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1973-05-05,ORG,Amazon
John works at Amazon in Paris since 1990-12-20,PERSON,John
John works at Amazon in Paris since 1990-12-20,ORG,Amazon
John works at Amazon in Paris since 1990-12-20,GPE,Paris
Alex works at Meta in New York since 2024-03-15,PERSON,Alex
Alex works at Meta in New York since 2024-03-15,ORG,Meta
Alex attended a conference on 1975-11-19,PERSON,Alex
John attended a conference on 1993-04-05,PERSON,John
John attended a conference on 1984-07-20,PERSON,John
Google announced new projects starting 1989-12-31,ORG,Google
Meta announced new projects starting 2012-10-25,ORG,Meta
Alex attended a conference on 1988-11-19,PERSON,Alex
Paris will host the event in 1987-01-31,GPE,Paris
Paris will host the event in 1993-05-03,GPE,Paris
The meeting with John from Meta is scheduled for 1996-03-05,PERSON,John
The meeting with John from Meta is scheduled for 1996-03-05,ORG,Meta
Microsoft announced new projects starting 1985-11-07,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 2015-09-02,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2015-09-02,ORG,Amazon
Paris will host the event in 1995-10-04,GPE,Paris
The meeting with John from Meta is scheduled for 2006-02-02,PERSON,John
The meeting with John from Meta is scheduled for 2006-02-02,ORG,Meta
Meta announced new projects starting 2015-11-06,ORG,Meta
Amazon announced new projects starting 2009-12-14,ORG,Amazon
The meeting with Mary from Meta is scheduled for 2019-06-15,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2019-06-15,ORG,Meta
The meeting with Alex from Google is scheduled for 2012-04-23,PERSON,Alex
The meeting with Alex from Google is scheduled for 2012-04-23,ORG,Google
Paris will host the event in 1971-07-06,GPE,Paris
Alex works at Amazon in London since 2010-03-07,PERSON,Alex
Alex works at Amazon in London since 2010-03-07,ORG,Amazon
Alex works at Amazon in London since 2010-03-07,GPE,London
Microsoft announced new projects starting 1988-05-18,ORG,Microsoft
The meeting with Alex from Google is scheduled for 2022-01-28,PERSON,Alex
The meeting with Alex from Google is scheduled for 2022-01-28,ORG,Google
Paris will host the event in 2021-01-12,GPE,Paris
Tokyo will host the event in 1979-06-18,GPE,Tokyo
The meeting with John from Meta is scheduled for 2021-04-11,PERSON,John
The meeting with John from Meta is scheduled for 2021-04-11,ORG,Meta
Meta announced new projects starting 1996-08-24,ORG,Meta
John attended a conference on 1984-09-23,PERSON,John
Sara attended a conference on 2006-04-01,PERSON,Sara
Meta announced new projects starting 2011-09-04,ORG,Meta
The meeting with John from Google is scheduled for 2002-02-11,PERSON,John
The meeting with John from Google is scheduled for 2002-02-11,ORG,Google
Alex attended a conference on 2021-06-12,PERSON,Alex
Alex works at Amazon in Paris since 2004-01-27,PERSON,Alex
Alex works at Amazon in Paris since 2004-01-27,ORG,Amazon
Alex works at Amazon in Paris since 2004-01-27,GPE,Paris
Alex attended a conference on 2019-09-29,PERSON,Alex
Alex attended a conference on 1973-07-16,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1987-09-09,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1987-09-09,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 2017-02-04,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2017-02-04,ORG,Microsoft
Meta announced new projects starting 2000-05-02,ORG,Meta
Paris will host the event in 1994-06-07,GPE,Paris
John attended a conference on 2008-09-26,PERSON,John
Sara attended a conference on 2010-10-29,PERSON,Sara
Alex attended a conference on 2019-08-02,PERSON,Alex
The meeting with John from Google is scheduled for 1985-06-04,PERSON,John
The meeting with John from Google is scheduled for 1985-06-04,ORG,Google
Tokyo will host the event in 1996-08-22,GPE,Tokyo
Microsoft announced new projects starting 2018-09-03,ORG,Microsoft
London will host the event in 1995-08-29,GPE,London
Meta announced new projects starting 2018-05-23,ORG,Meta
Meta announced new projects starting 2001-05-08,ORG,Meta
Meta announced new projects starting 2019-04-06,ORG,Meta
John attended a conference on 1993-10-27,PERSON,John
Alex works at Meta in London since 2014-11-12,PERSON,Alex
Alex works at Meta in London since 2014-11-12,ORG,Meta
Alex works at Meta in London since 2014-11-12,GPE,London
Mary works at Microsoft in London since 2008-08-31,PERSON,Mary
Mary works at Microsoft in London since 2008-08-31,ORG,Microsoft
Mary works at Microsoft in London since 2008-08-31,GPE,London
Alex works at Amazon in Paris since 1998-09-17,PERSON,Alex
Alex works at Amazon in Paris since 1998-09-17,ORG,Amazon
Alex works at Amazon in Paris since 1998-09-17,GPE,Paris
John attended a conference on 1970-08-11,PERSON,John
The meeting with John from Microsoft is scheduled for 1988-10-03,PERSON,John
The meeting with John from Microsoft is scheduled for 1988-10-03,ORG,Microsoft
John attended a conference on 1995-01-27,PERSON,John
Mary attended a conference on 1979-07-06,PERSON,Mary
Google announced new projects starting 1994-10-10,ORG,Google
The meeting with Alex from Meta is scheduled for 2008-08-28,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2008-08-28,ORG,Meta
Google announced new projects starting 2020-05-25,ORG,Google
The meeting with Mary from Microsoft is scheduled for 1979-06-19,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1979-06-19,ORG,Microsoft
Meta announced new projects starting 1987-07-31,ORG,Meta
John attended a conference on 1993-06-03,PERSON,John
The meeting with Sara from Google is scheduled for 1972-12-13,PERSON,Sara
The meeting with Sara from Google is scheduled for 1972-12-13,ORG,Google
The meeting with Alex from Google is scheduled for 2007-11-16,PERSON,Alex
The meeting with Alex from Google is scheduled for 2007-11-16,ORG,Google
Paris will host the event in 1984-01-17,GPE,Paris
Microsoft announced new projects starting 1970-03-26,ORG,Microsoft
Alex works at Meta in Paris since 2017-06-11,PERSON,Alex
Alex works at Meta in Paris since 2017-06-11,ORG,Meta
Alex works at Meta in Paris since 2017-06-11,GPE,Paris
Mary works at Meta in London since 2015-02-21,PERSON,Mary
Mary works at Meta in London since 2015-02-21,ORG,Meta
Mary works at Meta in London since 2015-02-21,GPE,London
Mary works at Meta in London since 1996-11-27,PERSON,Mary
Mary works at Meta in London since 1996-11-27,ORG,Meta
Mary works at Meta in London since 1996-11-27,GPE,London
Alex works at Google in New York since 1978-05-01,PERSON,Alex
Alex works at Google in New York since 1978-05-01,ORG,Google
Mary works at Microsoft in Paris since 2014-05-11,PERSON,Mary
Mary works at Microsoft in Paris since 2014-05-11,ORG,Microsoft
Mary works at Microsoft in Paris since 2014-05-11,GPE,Paris
Mary works at Meta in Tokyo since 2019-02-26,PERSON,Mary
Mary works at Meta in Tokyo since 2019-02-26,ORG,Meta
Mary works at Meta in Tokyo since 2019-02-26,GPE,Tokyo
The meeting with John from Meta is scheduled for 2014-05-09,PERSON,John
The meeting with John from Meta is scheduled for 2014-05-09,ORG,Meta
Microsoft announced new projects starting 1985-11-16,ORG,Microsoft
The meeting with John from Microsoft is scheduled for 1998-11-16,PERSON,John
The meeting with John from Microsoft is scheduled for 1998-11-16,ORG,Microsoft
Alex works at Microsoft in New York since 2007-10-06,PERSON,Alex
Alex works at Microsoft in New York since 2007-10-06,ORG,Microsoft
Alex works at Google in Paris since 1975-04-06,PERSON,Alex
Alex works at Google in Paris since 1975-04-06,ORG,Google
Alex works at Google in Paris since 1975-04-06,GPE,Paris
Sara attended a conference on 1974-10-11,PERSON,Sara
Microsoft announced new projects starting 2012-06-06,ORG,Microsoft
Mary works at Amazon in New York since 2007-07-08,PERSON,Mary
Mary works at Amazon in New York since 2007-07-08,ORG,Amazon
Tokyo will host the event in 2000-07-13,GPE,Tokyo
John works at Amazon in Paris since 1985-03-04,PERSON,John
John works at Amazon in Paris since 1985-03-04,ORG,Amazon
John works at Amazon in Paris since 1985-03-04,GPE,Paris
The meeting with Sara from Amazon is scheduled for 1982-03-19,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1982-03-19,ORG,Amazon
The meeting with Mary from Microsoft is scheduled for 1986-07-30,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 1986-07-30,ORG,Microsoft
Paris will host the event in 2023-06-06,GPE,Paris
The meeting with Sara from Google is scheduled for 1994-01-20,PERSON,Sara
The meeting with Sara from Google is scheduled for 1994-01-20,ORG,Google
Sara works at Google in New York since 1991-09-03,PERSON,Sara
Sara works at Google in New York since 1991-09-03,ORG,Google
Google announced new projects starting 2011-03-04,ORG,Google
John works at Microsoft in Paris since 1971-08-28,PERSON,John
John works at Microsoft in Paris since 1971-08-28,ORG,Microsoft
John works at Microsoft in Paris since 1971-08-28,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 1979-06-09,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1979-06-09,ORG,Microsoft
Alex attended a conference on 2008-06-30,PERSON,Alex
Microsoft announced new projects starting 1978-03-14,ORG,Microsoft
The meeting with Mary from Google is scheduled for 1991-05-26,PERSON,Mary
The meeting with Mary from Google is scheduled for 1991-05-26,ORG,Google
The meeting with John from Google is scheduled for 2013-06-21,PERSON,John
The meeting with John from Google is scheduled for 2013-06-21,ORG,Google
Tokyo will host the event in 1974-10-27,GPE,Tokyo
John works at Google in London since 1975-02-25,PERSON,John
John works at Google in London since 1975-02-25,ORG,Google
John works at Google in London since 1975-02-25,GPE,London
Meta announced new projects starting 2009-05-24,ORG,Meta
The meeting with Alex from Google is scheduled for 2023-04-20,PERSON,Alex
The meeting with Alex from Google is scheduled for 2023-04-20,ORG,Google
Alex works at Google in London since 1999-10-18,PERSON,Alex
Alex works at Google in London since 1999-10-18,ORG,Google
Alex works at Google in London since 1999-10-18,GPE,London
The meeting with Sara from Microsoft is scheduled for 1972-06-28,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1972-06-28,ORG,Microsoft
Sara works at Google in London since 1975-03-29,PERSON,Sara
Sara works at Google in London since 1975-03-29,ORG,Google
Sara works at Google in London since 1975-03-29,GPE,London
Mary works at Google in Paris since 1970-01-19,PERSON,Mary
Mary works at Google in Paris since 1970-01-19,ORG,Google
Mary works at Google in Paris since 1970-01-19,GPE,Paris
Alex attended a conference on 1971-12-29,PERSON,Alex
John attended a conference on 2010-10-18,PERSON,John
Mary attended a conference on 2025-03-10,PERSON,Mary
Alex works at Microsoft in London since 1978-05-28,PERSON,Alex
Alex works at Microsoft in London since 1978-05-28,ORG,Microsoft
Alex works at Microsoft in London since 1978-05-28,GPE,London
Alex works at Amazon in London since 2010-03-12,PERSON,Alex
Alex works at Amazon in London since 2010-03-12,ORG,Amazon
Alex works at Amazon in London since 2010-03-12,GPE,London
The meeting with John from Meta is scheduled for 2009-01-15,PERSON,John
The meeting with John from Meta is scheduled for 2009-01-15,ORG,Meta
The meeting with Alex from Microsoft is scheduled for 1990-06-20,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1990-06-20,ORG,Microsoft
Mary attended a conference on 2004-01-28,PERSON,Mary
Meta announced new projects starting 1987-04-16,ORG,Meta
Alex works at Amazon in New York since 1984-09-25,PERSON,Alex
Alex works at Amazon in New York since 1984-09-25,ORG,Amazon
Microsoft announced new projects starting 1985-09-05,ORG,Microsoft
John attended a conference on 2018-02-01,PERSON,John
Tokyo will host the event in 1970-01-16,GPE,Tokyo
Google announced new projects starting 1988-07-09,ORG,Google
The meeting with Mary from Meta is scheduled for 2001-04-03,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2001-04-03,ORG,Meta
John works at Amazon in New York since 2005-01-04,PERSON,John
John works at Amazon in New York since 2005-01-04,ORG,Amazon
John works at Microsoft in Tokyo since 1992-09-03,PERSON,John
John works at Microsoft in Tokyo since 1992-09-03,ORG,Microsoft
John works at Microsoft in Tokyo since 1992-09-03,GPE,Tokyo
John attended a conference on 1998-03-12,PERSON,John
Alex works at Amazon in New York since 2013-11-03,PERSON,Alex
Alex works at Amazon in New York since 2013-11-03,ORG,Amazon
The meeting with Alex from Meta is scheduled for 1975-08-11,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1975-08-11,ORG,Meta
John attended a conference on 1985-04-04,PERSON,John
Sara attended a conference on 1999-09-22,PERSON,Sara
Sara attended a conference on 2019-06-21,PERSON,Sara
The meeting with Mary from Meta is scheduled for 1994-06-26,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1994-06-26,ORG,Meta
The meeting with Sara from Microsoft is scheduled for 2024-03-27,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2024-03-27,ORG,Microsoft
Alex attended a conference on 2011-08-28,PERSON,Alex
Mary works at Microsoft in New York since 2015-03-26,PERSON,Mary
Mary works at Microsoft in New York since 2015-03-26,ORG,Microsoft
Paris will host the event in 2001-07-30,GPE,Paris
John works at Microsoft in London since 1986-10-10,PERSON,John
John works at Microsoft in London since 1986-10-10,ORG,Microsoft
John works at Microsoft in London since 1986-10-10,GPE,London
John attended a conference on 2012-04-17,PERSON,John
Meta announced new projects starting 1980-07-24,ORG,Meta
London will host the event in 1983-03-22,GPE,London
The meeting with Alex from Microsoft is scheduled for 2011-02-10,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2011-02-10,ORG,Microsoft
Microsoft announced new projects starting 2019-02-15,ORG,Microsoft
John attended a conference on 2010-08-25,PERSON,John
John works at Microsoft in Tokyo since 1980-09-25,PERSON,John
John works at Microsoft in Tokyo since 1980-09-25,ORG,Microsoft
John works at Microsoft in Tokyo since 1980-09-25,GPE,Tokyo
London will host the event in 1992-01-03,GPE,London
Amazon announced new projects starting 2016-08-11,ORG,Amazon
Meta announced new projects starting 1999-01-04,ORG,Meta
The meeting with John from Google is scheduled for 1990-03-24,PERSON,John
The meeting with John from Google is scheduled for 1990-03-24,ORG,Google
The meeting with Alex from Meta is scheduled for 1977-11-10,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1977-11-10,ORG,Meta
London will host the event in 2009-12-26,GPE,London
Amazon announced new projects starting 2014-09-04,ORG,Amazon
Sara attended a conference on 1984-06-10,PERSON,Sara
Google announced new projects starting 2016-06-02,ORG,Google
Google announced new projects starting 2013-01-03,ORG,Google
Meta announced new projects starting 2013-11-24,ORG,Meta
Sara works at Microsoft in London since 1997-04-20,PERSON,Sara
Sara works at Microsoft in London since 1997-04-20,ORG,Microsoft
Sara works at Microsoft in London since 1997-04-20,GPE,London
Mary works at Meta in Tokyo since 1984-02-27,PERSON,Mary
Mary works at Meta in Tokyo since 1984-02-27,ORG,Meta
Mary works at Meta in Tokyo since 1984-02-27,GPE,Tokyo
The meeting with Mary from Google is scheduled for 1974-11-22,PERSON,Mary
The meeting with Mary from Google is scheduled for 1974-11-22,ORG,Google
The meeting with Alex from Amazon is scheduled for 2007-12-24,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2007-12-24,ORG,Amazon
Amazon announced new projects starting 1996-07-13,ORG,Amazon
The meeting with John from Google is scheduled for 1994-11-11,PERSON,John
The meeting with John from Google is scheduled for 1994-11-11,ORG,Google
Alex works at Amazon in London since 1971-09-21,PERSON,Alex
Alex works at Amazon in London since 1971-09-21,ORG,Amazon
Alex works at Amazon in London since 1971-09-21,GPE,London
Mary works at Amazon in New York since 2005-06-28,PERSON,Mary
Mary works at Amazon in New York since 2005-06-28,ORG,Amazon
Paris will host the event in 1992-12-31,GPE,Paris
Microsoft announced new projects starting 2014-03-12,ORG,Microsoft
Alex works at Microsoft in Paris since 1999-07-16,PERSON,Alex
Alex works at Microsoft in Paris since 1999-07-16,ORG,Microsoft
Alex works at Microsoft in Paris since 1999-07-16,GPE,Paris
Microsoft announced new projects starting 2022-04-02,ORG,Microsoft
John works at Microsoft in New York since 2010-01-29,PERSON,John
John works at Microsoft in New York since 2010-01-29,ORG,Microsoft
Alex attended a conference on 1990-10-26,PERSON,Alex
John attended a conference on 1973-04-08,PERSON,John
Microsoft announced new projects starting 2020-12-19,ORG,Microsoft
Microsoft announced new projects starting 2022-11-17,ORG,Microsoft
Meta announced new projects starting 1985-06-19,ORG,Meta
Sara works at Amazon in Paris since 1976-01-26,PERSON,Sara
Sara works at Amazon in Paris since 1976-01-26,ORG,Amazon
Sara works at Amazon in Paris since 1976-01-26,GPE,Paris
The meeting with John from Google is scheduled for 1992-11-09,PERSON,John
The meeting with John from Google is scheduled for 1992-11-09,ORG,Google
Microsoft announced new projects starting 2023-12-08,ORG,Microsoft
The meeting with John from Meta is scheduled for 2011-10-21,PERSON,John
The meeting with John from Meta is scheduled for 2011-10-21,ORG,Meta
John works at Google in Tokyo since 2023-05-31,PERSON,John
John works at Google in Tokyo since 2023-05-31,ORG,Google
John works at Google in Tokyo since 2023-05-31,GPE,Tokyo
John attended a conference on 1990-04-04,PERSON,John
John works at Google in London since 1996-11-03,PERSON,John
John works at Google in London since 1996-11-03,ORG,Google
John works at Google in London since 1996-11-03,GPE,London
Tokyo will host the event in 2012-12-30,GPE,Tokyo
Alex works at Meta in Tokyo since 1991-03-01,PERSON,Alex
Alex works at Meta in Tokyo since 1991-03-01,ORG,Meta
Alex works at Meta in Tokyo since 1991-03-01,GPE,Tokyo
Tokyo will host the event in 1980-02-16,GPE,Tokyo
Sara works at Amazon in New York since 2008-11-04,PERSON,Sara
Sara works at Amazon in New York since 2008-11-04,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 2010-12-01,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2010-12-01,ORG,Amazon
Microsoft announced new projects starting 1973-06-19,ORG,Microsoft
Amazon announced new projects starting 2016-01-31,ORG,Amazon
Tokyo will host the event in 2007-01-20,GPE,Tokyo
London will host the event in 2006-06-22,GPE,London
Sara attended a conference on 1997-03-12,PERSON,Sara
Mary attended a conference on 1980-06-16,PERSON,Mary
The meeting with John from Microsoft is scheduled for 1979-07-24,PERSON,John
The meeting with John from Microsoft is scheduled for 1979-07-24,ORG,Microsoft
London will host the event in 1979-10-24,GPE,London
Google announced new projects starting 2020-04-26,ORG,Google
Sara attended a conference on 2000-11-12,PERSON,Sara
Microsoft announced new projects starting 2020-07-14,ORG,Microsoft
The meeting with Sara from Google is scheduled for 1983-10-31,PERSON,Sara
The meeting with Sara from Google is scheduled for 1983-10-31,ORG,Google
Paris will host the event in 2014-03-09,GPE,Paris
Microsoft announced new projects starting 1994-10-07,ORG,Microsoft
The meeting with Sara from Amazon is scheduled for 1986-06-16,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1986-06-16,ORG,Amazon
Google announced new projects starting 1986-09-11,ORG,Google
Paris will host the event in 1979-12-16,GPE,Paris
John works at Meta in Paris since 1973-05-10,PERSON,John
John works at Meta in Paris since 1973-05-10,ORG,Meta
John works at Meta in Paris since 1973-05-10,GPE,Paris
The meeting with Sara from Microsoft is scheduled for 1991-01-26,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 1991-01-26,ORG,Microsoft
John attended a conference on 2021-06-25,PERSON,John
The meeting with John from Google is scheduled for 2002-01-29,PERSON,John
The meeting with John from Google is scheduled for 2002-01-29,ORG,Google
London will host the event in 1972-06-22,GPE,London
Sara works at Google in Paris since 1985-05-14,PERSON,Sara
Sara works at Google in Paris since 1985-05-14,ORG,Google
Sara works at Google in Paris since 1985-05-14,GPE,Paris
Mary works at Amazon in Tokyo since 2006-03-30,PERSON,Mary
Mary works at Amazon in Tokyo since 2006-03-30,ORG,Amazon
Mary works at Amazon in Tokyo since 2006-03-30,GPE,Tokyo
Mary works at Microsoft in New York since 1971-06-21,PERSON,Mary
Mary works at Microsoft in New York since 1971-06-21,ORG,Microsoft
Amazon announced new projects starting 1997-06-08,ORG,Amazon
Sara works at Google in Paris since 1987-08-18,PERSON,Sara
Sara works at Google in Paris since 1987-08-18,ORG,Google
Sara works at Google in Paris since 1987-08-18,GPE,Paris
The meeting with Mary from Microsoft is scheduled for 2006-01-16,PERSON,Mary
The meeting with Mary from Microsoft is scheduled for 2006-01-16,ORG,Microsoft
London will host the event in 2003-12-15,GPE,London
Sara attended a conference on 2022-10-16,PERSON,Sara
Sara attended a conference on 1971-06-29,PERSON,Sara
